"Date","Nationality","Count"
2009-10-31,"Laos",87
2009-10-31,"Latvia",111
2009-10-31,"Lebanon",78
2009-10-31,"Lesotho",0
2009-10-31,"Liberia",6
2009-10-31,"Libya",15
2009-10-31,"Liechtenstein",3
2009-10-31,"Lithuania",75
2009-10-31,"Luxembourg",15
2009-10-31,"Macau",42
2009-10-31,"Macedonia",288
2009-10-31,"Madagascar",3
2009-10-31,"Malawi",51
2009-10-31,"Malaysia",6516
2009-10-31,"Maldives",90
2009-10-31,"Mali",3
2009-10-31,"Malta",39
2009-10-31,"Marshall Islands",6
2009-10-31,"Mauritania",9
2009-10-31,"Mauritius",261
2009-10-31,"Mexico",429
2009-10-31,"Moldova",39
2009-10-31,"Mongolia",45
2009-10-31,"Montenegro",3
2009-10-31,"Morocco",48
2009-10-31,"Mozambique",6
2009-10-31,"Myanmar",1188
2009-10-31,"Namibia",54
2009-10-31,"Nauru",27
2009-10-31,"Nepal",522
2009-10-31,"Netherlands",3294
2009-10-31,"Netherlands Antilles",3
2009-10-31,"New Caledonia",12
2009-10-31,"New Zealand",3825
2009-10-31,"Nicaragua",0
2009-10-31,"Nigeria",270
2009-10-31,"Norway",240
2009-10-31,"Oman",204
2009-10-31,"Pakistan",1044
2009-10-31,"Palau",3
2009-10-31,"Palestine",90
2009-10-31,"Panama",15
2009-10-31,"Papua New Guinea",246
2009-10-31,"Paraguay",21
2009-10-31,"Peru",222
2009-10-31,"Philippines",20052
2009-10-31,"Poland",435
2009-10-31,"Portugal",144
2009-10-31,"Qatar",3
2009-10-31,"Romania",1020
2009-10-31,"Russia",2400
2009-10-31,"Rwanda",45
2009-10-31,"Samoa",12483
2009-10-31,"San Marino",3
2009-10-31,"Saudi Arabia",1782
2009-10-31,"Senegal",3
2009-10-31,"Serbia",84
2009-10-31,"Serbia & Montenegro",3
2009-10-31,"Seychelles",54
2009-10-31,"Sierra Leone",9
2009-10-31,"Singapore",1125
2009-10-31,"Slovakia",186
2009-10-31,"Slovenia",69
2009-10-31,"Solomon Islands",282
2009-10-31,"Somalia",276
2009-10-31,"South Africa",25560
2009-10-31,"South Korea",18615
2009-10-31,"South Sudan",0
2009-10-31,"Soviet Union",6
2009-10-31,"Spain",309
2009-10-31,"Sri Lanka",3033
2009-10-31,"St Kitts - Nevis",3
2009-10-31,"St Lucia",9
2009-10-31,"St Vincent and the Grenadines",9
2009-10-31,"Stateless",30
2009-10-31,"Sudan",210
2009-10-31,"Suriname",0
2009-10-31,"Swaziland",6
2009-10-31,"Sweden",921
2009-10-31,"Switzerland",723
2009-10-31,"Syria",99
2009-10-31,"Taiwan",2175
2009-10-31,"Tajikistan",15
2009-10-31,"Tanzania",51
2009-10-31,"Thailand",4920
2009-10-31,"Timor Leste",18
2009-10-31,"Togo",3
2009-10-31,"Tonga",7236
2009-10-31,"Trinidad and Tobago",18
2009-10-31,"Tunisia",6
2009-10-31,"Turkey",417
2009-10-31,"Turkmenistan",3
2009-10-31,"Tuvalu",747
2009-10-31,"Uganda",33
2009-10-31,"Ukraine",1227
2009-10-31,"United Arab Emirates",45
2009-10-31,"United Nations",3
2009-10-31,"United States of America",10476
2009-10-31,"Unknown",9
2009-10-31,"Uruguay",489
2009-10-31,"Uzbekistan",81
2009-10-31,"Vanuatu",501
2009-10-31,"Vatican City",3
2009-10-31,"Venezuela",78
2009-10-31,"Vietnam",2637
2009-10-31,"Yemen",24
2009-10-31,"Yugoslavia",120
2009-10-31,"Zambia",219
2009-10-31,"Zimbabwe",3381
2009-11-30,"(not recorded)",30
2009-11-30,"Afghanistan",786
2009-11-30,"Albania",36
2009-11-30,"Algeria",36
2009-11-30,"American Samoa",51
2009-11-30,"Angola",0
2009-11-30,"Antigua & Barbuda",0
2009-11-30,"Argentina",1035
2009-11-30,"Armenia",12
2009-11-30,"Australia",90
2009-11-30,"Austria",390
2009-11-30,"Azerbaijan",18
2009-11-30,"Bahamas",0
2009-11-30,"Bahrain",24
2009-11-30,"Bangladesh",486
2009-11-30,"Barbados",9
2009-11-30,"Belarus",63
2009-11-30,"Belgium",453
2009-11-30,"Belize",3
2009-11-30,"Bermuda",0
2009-11-30,"Bhutan",294
2009-11-30,"Bolivia",54
2009-11-30,"Bosnia & Herzegovina",24
2009-11-30,"Botswana",27
2009-11-30,"Brazil",3681
2009-11-30,"Brunei Darussalam",39
2009-11-30,"Bulgaria",279
2009-11-30,"Burma",3
2009-11-30,"Burundi",135
2009-11-30,"Cambodia",1416
2009-11-30,"Cameroon",15
2009-11-30,"Canada",4068
2009-11-30,"Chad",0
2009-11-30,"Chile",1725
2009-11-30,"China",41154
2009-11-30,"Colombia",525
2009-11-30,"Congo",99
2009-11-30,"Costa Rica",39
2009-11-30,"Croatia",81
2009-11-30,"Cuba",21
2009-11-30,"Cyprus",6
2009-11-30,"Czech Republic",1368
2009-11-30,"Democratic Republic of Congo",159
2009-11-30,"Denmark",576
2009-11-30,"Djibouti",36
2009-11-30,"Dominica",3
2009-11-30,"Dominican Republic",6
2009-11-30,"Ecuador",45
2009-11-30,"Egypt",309
2009-11-30,"El Salvador",12
2009-11-30,"Eritrea",171
2009-11-30,"Estonia",69
2009-11-30,"Ethiopia",366
2009-11-30,"Federated States of Micronesia",6
2009-11-30,"Fiji",22605
2009-11-30,"Finland",351
2009-11-30,"France",3738
2009-11-30,"French Polynesia",12
2009-11-30,"Gabon",3
2009-11-30,"Gambia",6
2009-11-30,"Georgia",27
2009-11-30,"Germany",10773
2009-11-30,"Ghana",117
2009-11-30,"Gibraltar",3
2009-11-30,"Great Britain",69387
2009-11-30,"Greece",75
2009-11-30,"Grenada",0
2009-11-30,"Guatemala",12
2009-11-30,"Guinea",3
2009-11-30,"Guyana",6
2009-11-30,"Honduras",9
2009-11-30,"Hong Kong",1287
2009-11-30,"Hungary",663
2009-11-30,"Iceland",48
2009-11-30,"India",27924
2009-11-30,"Indonesia",2043
2009-11-30,"Iran",975
2009-11-30,"Iraq",1014
2009-11-30,"Ireland",3921
2009-11-30,"Israel",471
2009-11-30,"Italy",924
2009-11-30,"Jamaica",33
2009-11-30,"Japan",7146
2009-11-30,"Jordan",231
2009-11-30,"Kazakhstan",123
2009-11-30,"Kenya",258
2009-11-30,"Kiribati",885
2009-11-30,"Kosovo - Republic of",6
2009-11-30,"Kosovo - UN Mission in",9
2009-11-30,"Kuwait",6
2009-11-30,"Kyrgyzstan",27
2009-11-30,"Laos",78
2009-11-30,"Latvia",117
2009-11-30,"Lebanon",69
2009-11-30,"Lesotho",3
2009-11-30,"Liberia",3
2009-11-30,"Libya",12
2009-11-30,"Liechtenstein",6
2009-11-30,"Lithuania",78
2009-11-30,"Luxembourg",15
2009-11-30,"Macau",33
2009-11-30,"Macedonia",282
2009-11-30,"Madagascar",3
2009-11-30,"Malawi",54
2009-11-30,"Malaysia",5673
2009-11-30,"Maldives",90
2009-11-30,"Mali",0
2009-11-30,"Malta",39
2009-11-30,"Marshall Islands",9
2009-11-30,"Mauritania",9
2009-11-30,"Mauritius",264
2009-11-30,"Mexico",423
2009-11-30,"Moldova",24
2009-11-30,"Mongolia",42
2009-11-30,"Montenegro",3
2009-11-30,"Morocco",45
2009-11-30,"Mozambique",9
2009-11-30,"Myanmar",1197
2009-11-30,"Namibia",54
2009-11-30,"Nauru",24
2009-11-30,"Nepal",537
2009-11-30,"Netherlands",3342
2009-11-30,"New Caledonia",12
2009-11-30,"New Zealand",3744
2009-11-30,"Nicaragua",3
2009-11-30,"Nigeria",258
2009-11-30,"Norway",198
2009-11-30,"Oman",117
2009-11-30,"Pakistan",1017
2009-11-30,"Palau",3
2009-11-30,"Palestine",93
2009-11-30,"Panama",15
2009-11-30,"Papua New Guinea",234
2009-11-30,"Paraguay",21
2009-11-30,"Peru",213
2009-11-30,"Philippines",20073
2009-11-30,"Poland",438
2009-11-30,"Portugal",144
2009-11-30,"Qatar",6
2009-11-30,"Romania",1014
2009-11-30,"Russia",2325
2009-11-30,"Rwanda",36
2009-11-30,"Samoa",12591
2009-11-30,"San Marino",0
2009-11-30,"Saudi Arabia",1407
2009-11-30,"Senegal",3
2009-11-30,"Serbia",84
2009-11-30,"Serbia & Montenegro",6
2009-11-30,"Seychelles",51
2009-11-30,"Sierra Leone",6
2009-11-30,"Singapore",1026
2009-11-30,"Slovakia",201
2009-11-30,"Slovenia",72
2009-11-30,"Solomon Islands",315
2009-11-30,"Somalia",249
2009-11-30,"South Africa",25275
2009-11-30,"South Korea",17241
2009-11-30,"South Sudan",0
2009-11-30,"Soviet Union",3
2009-11-30,"Spain",315
2009-11-30,"Sri Lanka",2970
2009-11-30,"St Kitts - Nevis",3
2009-11-30,"St Lucia",9
2009-11-30,"St Vincent and the Grenadines",9
2009-11-30,"Stateless",27
2009-11-30,"Sudan",183
2009-11-30,"Suriname",3
2009-11-30,"Swaziland",6
2009-11-30,"Sweden",954
2009-11-30,"Switzerland",741
2009-11-30,"Syria",93
2009-11-30,"Taiwan",1923
2009-11-30,"Tajikistan",15
2009-11-30,"Tanzania",51
2009-11-30,"Thailand",4377
2009-11-30,"Timor Leste",12
2009-11-30,"Togo",3
2009-11-30,"Tonga",7449
2009-11-30,"Trinidad and Tobago",21
2009-11-30,"Tunisia",6
2009-11-30,"Turkey",405
2009-11-30,"Turkmenistan",3
2009-11-30,"Tuvalu",732
2009-11-30,"Uganda",33
2009-11-30,"Ukraine",936
2009-11-30,"United Arab Emirates",18
2009-11-30,"United Nations",0
2009-11-30,"United States of America",9969
2009-11-30,"Unknown",12
2009-11-30,"Uruguay",474
2009-11-30,"Uzbekistan",78
2009-11-30,"Vanuatu",756
2009-11-30,"Vatican City",3
2009-11-30,"Venezuela",75
2009-11-30,"Vietnam",2394
2009-11-30,"Yemen",21
2009-11-30,"Yugoslavia",126
2009-11-30,"Zambia",204
2009-11-30,"Zimbabwe",3315
2009-12-31,"(not recorded)",24
2009-12-31,"Afghanistan",777
2009-12-31,"Albania",33
2009-12-31,"Algeria",33
2009-12-31,"American Samoa",42
2009-12-31,"Angola",3
2009-12-31,"Argentina",1329
2009-12-31,"Armenia",9
2009-12-31,"Australia",84
2009-12-31,"Austria",345
2009-12-31,"Azerbaijan",18
2009-12-31,"Bahamas",0
2009-12-31,"Bahrain",18
2009-12-31,"Bangladesh",468
2009-12-31,"Barbados",6
2009-12-31,"Belarus",60
2009-12-31,"Belgium",444
2009-12-31,"Belize",0
2009-12-31,"Bhutan",294
2009-12-31,"Bolivia",45
2009-12-31,"Bosnia & Herzegovina",24
2009-12-31,"Botswana",21
2009-12-31,"Brazil",3270
2009-12-31,"Brunei Darussalam",24
2009-12-31,"Bulgaria",264
2009-12-31,"Burundi",135
2009-12-31,"Cambodia",1272
2009-12-31,"Cameroon",15
2009-12-31,"Canada",3699
2009-12-31,"Chad",0
2009-12-31,"Chile",1788
2009-12-31,"China",36594
2009-12-31,"Colombia",483
2009-12-31,"Congo",99
2009-12-31,"Costa Rica",30
2009-12-31,"Croatia",75
2009-12-31,"Cuba",15
2009-12-31,"Cyprus",9
2009-12-31,"Czech Republic",1386
2009-12-31,"Democratic Republic of Congo",156
2009-12-31,"Denmark",528
2009-12-31,"Djibouti",36
2009-12-31,"Dominica",3
2009-12-31,"Dominican Republic",6
2009-12-31,"Ecuador",48
2009-12-31,"Egypt",300
2009-12-31,"El Salvador",9
2009-12-31,"Eritrea",171
2009-12-31,"Estonia",66
2009-12-31,"Ethiopia",360
2009-12-31,"Federated States of Micronesia",6
2009-12-31,"Fiji",21243
2009-12-31,"Finland",327
2009-12-31,"France",3444
2009-12-31,"French Polynesia",9
2009-12-31,"Gabon",3
2009-12-31,"Gambia",6
2009-12-31,"Georgia",27
2009-12-31,"Germany",9774
2009-12-31,"Ghana",111
2009-12-31,"Gibraltar",0
2009-12-31,"Great Britain",66126
2009-12-31,"Greece",72
2009-12-31,"Grenada",0
2009-12-31,"Guatemala",15
2009-12-31,"Guinea",3
2009-12-31,"Guyana",6
2009-12-31,"Honduras",9
2009-12-31,"Hong Kong",1062
2009-12-31,"Hungary",645
2009-12-31,"Iceland",39
2009-12-31,"India",27102
2009-12-31,"Indonesia",1899
2009-12-31,"Iran",939
2009-12-31,"Iraq",1005
2009-12-31,"Ireland",3438
2009-12-31,"Israel",465
2009-12-31,"Italy",858
2009-12-31,"Jamaica",30
2009-12-31,"Japan",5526
2009-12-31,"Jordan",237
2009-12-31,"Kazakhstan",84
2009-12-31,"Kenya",240
2009-12-31,"Kiribati",849
2009-12-31,"Kosovo - Republic of",3
2009-12-31,"Kosovo - UN Mission in",6
2009-12-31,"Kuwait",6
2009-12-31,"Kyrgyzstan",30
2009-12-31,"Laos",66
2009-12-31,"Latvia",114
2009-12-31,"Lebanon",75
2009-12-31,"Lesotho",0
2009-12-31,"Liberia",6
2009-12-31,"Libya",12
2009-12-31,"Liechtenstein",3
2009-12-31,"Lithuania",75
2009-12-31,"Luxembourg",12
2009-12-31,"Macau",21
2009-12-31,"Macedonia",273
2009-12-31,"Madagascar",3
2009-12-31,"Malawi",54
2009-12-31,"Malaysia",4959
2009-12-31,"Maldives",66
2009-12-31,"Mali",3
2009-12-31,"Malta",36
2009-12-31,"Marshall Islands",6
2009-12-31,"Mauritania",12
2009-12-31,"Mauritius",252
2009-12-31,"Mexico",366
2009-12-31,"Moldova",27
2009-12-31,"Mongolia",42
2009-12-31,"Montenegro",3
2009-12-31,"Morocco",45
2009-12-31,"Mozambique",6
2009-12-31,"Myanmar",1173
2009-12-31,"Namibia",39
2009-12-31,"Nauru",27
2009-12-31,"Nepal",528
2009-12-31,"Netherlands",3228
2009-12-31,"New Caledonia",9
2009-12-31,"New Zealand",3519
2009-12-31,"Nicaragua",3
2009-12-31,"Nigeria",249
2009-12-31,"Norway",180
2009-12-31,"Oman",57
2009-12-31,"Pakistan",1008
2009-12-31,"Palau",3
2009-12-31,"Palestine",90
2009-12-31,"Panama",15
2009-12-31,"Papua New Guinea",231
2009-12-31,"Paraguay",21
2009-12-31,"Peru",207
2009-12-31,"Philippines",19038
2009-12-31,"Poland",411
2009-12-31,"Portugal",129
2009-12-31,"Qatar",3
2009-12-31,"Romania",975
2009-12-31,"Russia",2166
2009-12-31,"Rwanda",36
2009-12-31,"Samoa",12486
2009-12-31,"San Marino",0
2009-12-31,"Saudi Arabia",930
2009-12-31,"Senegal",3
2009-12-31,"Serbia",84
2009-12-31,"Serbia & Montenegro",6
2009-12-31,"Seychelles",45
2009-12-31,"Sierra Leone",6
2009-12-31,"Singapore",876
2009-12-31,"Slovakia",195
2009-12-31,"Slovenia",72
2009-12-31,"Solomon Islands",303
2009-12-31,"Somalia",249
2009-12-31,"South Africa",23931
2009-12-31,"South Korea",14316
2009-12-31,"South Sudan",0
2009-12-31,"Soviet Union",3
2009-12-31,"Spain",276
2009-12-31,"Sri Lanka",2868
2009-12-31,"St Kitts - Nevis",3
2009-12-31,"St Lucia",6
2009-12-31,"St Vincent and the Grenadines",9
2009-12-31,"Stateless",21
2009-12-31,"Sudan",177
2009-12-31,"Suriname",3
2009-12-31,"Swaziland",3
2009-12-31,"Sweden",924
2009-12-31,"Switzerland",693
2009-12-31,"Syria",87
2009-12-31,"Taiwan",1539
2009-12-31,"Tajikistan",15
2009-12-31,"Tanzania",51
2009-12-31,"Thailand",3612
2009-12-31,"Timor Leste",12
2009-12-31,"Togo",0
2009-12-31,"Tonga",6867
2009-12-31,"Trinidad and Tobago",21
2009-12-31,"Tunisia",9
2009-12-31,"Turkey",405
2009-12-31,"Turkmenistan",3
2009-12-31,"Tuvalu",750
2009-12-31,"Uganda",33
2009-12-31,"Ukraine",903
2009-12-31,"United Arab Emirates",15
2009-12-31,"United Nations",3
2009-12-31,"United States of America",9159
2009-12-31,"Unknown",9
2009-12-31,"Uruguay",423
2009-12-31,"Uzbekistan",72
2009-12-31,"Vanuatu",738
2009-12-31,"Vatican City",3
2009-12-31,"Venezuela",60
2009-12-31,"Vietnam",2043
2009-12-31,"Yemen",18
2009-12-31,"Yugoslavia",114
2009-12-31,"Zambia",201
2009-12-31,"Zimbabwe",3153
2010-01-31,"(not recorded)",24
2010-01-31,"Afghanistan",729
2010-01-31,"Albania",33
2010-01-31,"Algeria",33
2010-01-31,"American Samoa",42
2010-01-31,"Angola",3
2010-01-31,"Antigua & Barbuda",3
2010-01-31,"Argentina",1488
2010-01-31,"Armenia",12
2010-01-31,"Australia",81
2010-01-31,"Austria",408
2010-01-31,"Azerbaijan",18
2010-01-31,"Bahamas",3
2010-01-31,"Bahrain",30
2010-01-31,"Bangladesh",498
2010-01-31,"Barbados",6
2010-01-31,"Belarus",66
2010-01-31,"Belgium",468
2010-01-31,"Belize",6
2010-01-31,"Bermuda",0
2010-01-31,"Bhutan",360
2010-01-31,"Bolivia",48
2010-01-31,"Bosnia & Herzegovina",21
2010-01-31,"Botswana",27
2010-01-31,"Brazil",3654
2010-01-31,"Brunei Darussalam",36
2010-01-31,"Bulgaria",267
2010-01-31,"Burundi",135
2010-01-31,"Cambodia",1410
2010-01-31,"Cameroon",15
2010-01-31,"Canada",4278
2010-01-31,"Cayman Islands",3
2010-01-31,"Chad",3
2010-01-31,"Chile",1956
2010-01-31,"China",38115
2010-01-31,"Colombia",591
2010-01-31,"Congo",99
2010-01-31,"Costa Rica",30
2010-01-31,"Croatia",75
2010-01-31,"Cuba",18
2010-01-31,"Cyprus",6
2010-01-31,"Czech Republic",1446
2010-01-31,"Democratic Republic of Congo",153
2010-01-31,"Denmark",555
2010-01-31,"Djibouti",36
2010-01-31,"Dominica",0
2010-01-31,"Dominican Republic",3
2010-01-31,"Ecuador",54
2010-01-31,"Egypt",306
2010-01-31,"El Salvador",15
2010-01-31,"Eritrea",171
2010-01-31,"Estonia",60
2010-01-31,"Ethiopia",360
2010-01-31,"Federated States of Micronesia",6
2010-01-31,"Fiji",22527
2010-01-31,"Finland",363
2010-01-31,"France",3900
2010-01-31,"French Polynesia",9
2010-01-31,"Gabon",3
2010-01-31,"Gambia",6
2010-01-31,"Georgia",27
2010-01-31,"Germany",10872
2010-01-31,"Ghana",120
2010-01-31,"Gibraltar",3
2010-01-31,"Great Britain",69042
2010-01-31,"Greece",72
2010-01-31,"Grenada",0
2010-01-31,"Guatemala",18
2010-01-31,"Guinea",3
2010-01-31,"Guyana",6
2010-01-31,"Honduras",12
2010-01-31,"Hong Kong",1290
2010-01-31,"Hungary",654
2010-01-31,"Iceland",36
2010-01-31,"India",28401
2010-01-31,"Indonesia",2082
2010-01-31,"Iran",942
2010-01-31,"Iraq",975
2010-01-31,"Ireland",3969
2010-01-31,"Israel",495
2010-01-31,"Italy",924
2010-01-31,"Jamaica",36
2010-01-31,"Japan",6975
2010-01-31,"Jordan",252
2010-01-31,"Kazakhstan",114
2010-01-31,"Kenya",264
2010-01-31,"Kiribati",867
2010-01-31,"Kosovo - Republic of",6
2010-01-31,"Kosovo - UN Mission in",6
2010-01-31,"Kuwait",21
2010-01-31,"Kyrgyzstan",30
2010-01-31,"Laos",78
2010-01-31,"Latvia",126
2010-01-31,"Lebanon",81
2010-01-31,"Liberia",3
2010-01-31,"Libya",18
2010-01-31,"Liechtenstein",6
2010-01-31,"Lithuania",78
2010-01-31,"Luxembourg",12
2010-01-31,"Macau",30
2010-01-31,"Macedonia",273
2010-01-31,"Madagascar",3
2010-01-31,"Malawi",54
2010-01-31,"Malaysia",5397
2010-01-31,"Maldives",87
2010-01-31,"Mali",0
2010-01-31,"Malta",39
2010-01-31,"Marshall Islands",9
2010-01-31,"Mauritania",9
2010-01-31,"Mauritius",279
2010-01-31,"Mexico",414
2010-01-31,"Moldova",27
2010-01-31,"Mongolia",45
2010-01-31,"Montenegro",3
2010-01-31,"Morocco",45
2010-01-31,"Mozambique",6
2010-01-31,"Myanmar",1194
2010-01-31,"Namibia",51
2010-01-31,"Nauru",24
2010-01-31,"Nepal",546
2010-01-31,"Netherlands",3390
2010-01-31,"New Caledonia",12
2010-01-31,"New Zealand",3675
2010-01-31,"Nicaragua",3
2010-01-31,"Nigeria",270
2010-01-31,"Norway",219
2010-01-31,"Oman",99
2010-01-31,"Pakistan",1059
2010-01-31,"Palau",3
2010-01-31,"Palestine",90
2010-01-31,"Panama",12
2010-01-31,"Papua New Guinea",261
2010-01-31,"Paraguay",27
2010-01-31,"Peru",222
2010-01-31,"Philippines",20181
2010-01-31,"Poland",438
2010-01-31,"Portugal",138
2010-01-31,"Qatar",6
2010-01-31,"Romania",1005
2010-01-31,"Russia",2307
2010-01-31,"Rwanda",36
2010-01-31,"Samoa",12573
2010-01-31,"San Marino",3
2010-01-31,"Saudi Arabia",1365
2010-01-31,"Senegal",3
2010-01-31,"Serbia",84
2010-01-31,"Serbia & Montenegro",6
2010-01-31,"Seychelles",54
2010-01-31,"Sierra Leone",9
2010-01-31,"Singapore",1020
2010-01-31,"Slovakia",198
2010-01-31,"Slovenia",81
2010-01-31,"Solomon Islands",327
2010-01-31,"Somalia",243
2010-01-31,"South Africa",25398
2010-01-31,"South Korea",15726
2010-01-31,"South Sudan",0
2010-01-31,"Soviet Union",3
2010-01-31,"Spain",345
2010-01-31,"Sri Lanka",3021
2010-01-31,"St Kitts - Nevis",0
2010-01-31,"St Lucia",9
2010-01-31,"St Vincent and the Grenadines",9
2010-01-31,"Stateless",24
2010-01-31,"Sudan",186
2010-01-31,"Suriname",3
2010-01-31,"Swaziland",6
2010-01-31,"Sweden",999
2010-01-31,"Switzerland",762
2010-01-31,"Syria",90
2010-01-31,"Taiwan",1782
2010-01-31,"Tajikistan",15
2010-01-31,"Tanzania",54
2010-01-31,"Thailand",4305
2010-01-31,"Timor Leste",18
2010-01-31,"Togo",3
2010-01-31,"Tonga",7047
2010-01-31,"Trinidad and Tobago",18
2010-01-31,"Tunisia",6
2010-01-31,"Turkey",414
2010-01-31,"Turkmenistan",3
2010-01-31,"Tuvalu",801
2010-01-31,"Uganda",33
2010-01-31,"Ukraine",924
2010-01-31,"United Arab Emirates",27
2010-01-31,"United States of America",10404
2010-01-31,"Unknown",12
2010-01-31,"Uruguay",426
2010-01-31,"Uzbekistan",81
2010-01-31,"Vanuatu",720
2010-01-31,"Vatican City",3
2010-01-31,"Venezuela",66
2010-01-31,"Vietnam",2100
2010-01-31,"Yemen",21
2010-01-31,"Yugoslavia",117
2010-01-31,"Zambia",210
2010-01-31,"Zimbabwe",3177
2010-02-28,"(not recorded)",27
2010-02-28,"Afghanistan",729
2010-02-28,"Albania",36
2010-02-28,"Algeria",36
2010-02-28,"American Samoa",45
2010-02-28,"Angola",0
2010-02-28,"Antigua & Barbuda",3
2010-02-28,"Argentina",1575
2010-02-28,"Armenia",12
2010-02-28,"Australia",87
2010-02-28,"Austria",426
2010-02-28,"Azerbaijan",18
2010-02-28,"Bahamas",0
2010-02-28,"Bahrain",81
2010-02-28,"Bangladesh",528
2010-02-28,"Barbados",6
2010-02-28,"Belarus",69
2010-02-28,"Belgium",465
2010-02-28,"Belize",6
2010-02-28,"Bermuda",0
2010-02-28,"Bhutan",360
2010-02-28,"Bolivia",51
2010-02-28,"Bosnia & Herzegovina",18
2010-02-28,"Botswana",33
2010-02-28,"Brazil",3711
2010-02-28,"Brunei Darussalam",84
2010-02-28,"Bulgaria",276
2010-02-28,"Burundi",138
2010-02-28,"Cambodia",1473
2010-02-28,"Cameroon",15
2010-02-28,"Canada",4455
2010-02-28,"Cayman Islands",0
2010-02-28,"Chad",0
2010-02-28,"Chile",1998
2010-02-28,"China",42231
2010-02-28,"Colombia",612
2010-02-28,"Congo",99
2010-02-28,"Costa Rica",42
2010-02-28,"Croatia",69
2010-02-28,"Cuba",21
2010-02-28,"Cyprus",6
2010-02-28,"Czech Republic",1479
2010-02-28,"Democratic Republic of Congo",156
2010-02-28,"Denmark",603
2010-02-28,"Djibouti",36
2010-02-28,"Dominica",3
2010-02-28,"Dominican Republic",3
2010-02-28,"Ecuador",60
2010-02-28,"Egypt",315
2010-02-28,"El Salvador",15
2010-02-28,"Eritrea",174
2010-02-28,"Estonia",69
2010-02-28,"Ethiopia",369
2010-02-28,"Federated States of Micronesia",6
2010-02-28,"Fiji",22803
2010-02-28,"Finland",372
2010-02-28,"France",4086
2010-02-28,"French Polynesia",12
2010-02-28,"Gabon",3
2010-02-28,"Gambia",3
2010-02-28,"Georgia",30
2010-02-28,"Germany",10845
2010-02-28,"Ghana",117
2010-02-28,"Gibraltar",3
2010-02-28,"Great Britain",68526
2010-02-28,"Greece",78
2010-02-28,"Grenada",0
2010-02-28,"Guatemala",18
2010-02-28,"Guinea",3
2010-02-28,"Guyana",6
2010-02-28,"Honduras",9
2010-02-28,"Hong Kong",1635
2010-02-28,"Hungary",654
2010-02-28,"Iceland",36
2010-02-28,"India",30012
2010-02-28,"Indonesia",2232
2010-02-28,"Iran",966
2010-02-28,"Iraq",960
2010-02-28,"Ireland",3981
2010-02-28,"Israel",498
2010-02-28,"Italy",963
2010-02-28,"Ivory Coast",0
2010-02-28,"Jamaica",36
2010-02-28,"Japan",7440
2010-02-28,"Jordan",249
2010-02-28,"Kazakhstan",135
2010-02-28,"Kenya",282
2010-02-28,"Kiribati",903
2010-02-28,"Kosovo - Republic of",9
2010-02-28,"Kosovo - UN Mission in",6
2010-02-28,"Kuwait",27
2010-02-28,"Kyrgyzstan",24
2010-02-28,"Laos",87
2010-02-28,"Latvia",135
2010-02-28,"Lebanon",84
2010-02-28,"Liberia",3
2010-02-28,"Libya",18
2010-02-28,"Liechtenstein",6
2010-02-28,"Lithuania",78
2010-02-28,"Luxembourg",9
2010-02-28,"Macau",42
2010-02-28,"Macedonia",270
2010-02-28,"Madagascar",6
2010-02-28,"Malawi",54
2010-02-28,"Malaysia",6543
2010-02-28,"Maldives",96
2010-02-28,"Mali",0
2010-02-28,"Malta",42
2010-02-28,"Marshall Islands",9
2010-02-28,"Mauritania",9
2010-02-28,"Mauritius",288
2010-02-28,"Mexico",453
2010-02-28,"Moldova",27
2010-02-28,"Mongolia",48
2010-02-28,"Montenegro",3
2010-02-28,"Morocco",48
2010-02-28,"Mozambique",9
2010-02-28,"Myanmar",1200
2010-02-28,"Namibia",48
2010-02-28,"Nauru",24
2010-02-28,"Nepal",573
2010-02-28,"Netherlands",3450
2010-02-28,"New Caledonia",12
2010-02-28,"New Zealand",3741
2010-02-28,"Nicaragua",3
2010-02-28,"Nigeria",276
2010-02-28,"Norway",291
2010-02-28,"Oman",186
2010-02-28,"Pakistan",1143
2010-02-28,"Palau",3
2010-02-28,"Palestine",96
2010-02-28,"Panama",15
2010-02-28,"Papua New Guinea",288
2010-02-28,"Paraguay",30
2010-02-28,"Peru",225
2010-02-28,"Philippines",20496
2010-02-28,"Poland",456
2010-02-28,"Portugal",156
2010-02-28,"Qatar",3
2010-02-28,"Romania",990
2010-02-28,"Russia",2424
2010-02-28,"Rwanda",39
2010-02-28,"Samoa",13248
2010-02-28,"San Marino",3
2010-02-28,"Saudi Arabia",1722
2010-02-28,"Senegal",3
2010-02-28,"Serbia",84
2010-02-28,"Serbia & Montenegro",6
2010-02-28,"Seychelles",60
2010-02-28,"Sierra Leone",6
2010-02-28,"Singapore",1119
2010-02-28,"Slovakia",210
2010-02-28,"Slovenia",81
2010-02-28,"Solomon Islands",477
2010-02-28,"Somalia",237
2010-02-28,"South Africa",25431
2010-02-28,"South Korea",16887
2010-02-28,"South Sudan",3
2010-02-28,"Soviet Union",3
2010-02-28,"Spain",378
2010-02-28,"Sri Lanka",3096
2010-02-28,"St Kitts - Nevis",3
2010-02-28,"St Lucia",6
2010-02-28,"St Vincent and the Grenadines",9
2010-02-28,"Stateless",21
2010-02-28,"Sudan",192
2010-02-28,"Suriname",3
2010-02-28,"Swaziland",6
2010-02-28,"Sweden",1044
2010-02-28,"Switzerland",774
